uniqueDri,uniqueTa,drugName,targetName,organism
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,P29322,ethinyl estradiol,Wee1-like protein kinase;,Homo sapiens (Human).
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,P29376,cholesterol,Tyrosine-protein kinase receptor UFO;,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv).
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,P29597,tubocurarine,RAC-alpha serine/threonine-protein kinase;,Trypanosoma cruzi (strain CL Brener).
CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,P30291,apomorphine,RAC-beta serine/threonine-protein kinase;,Homo sapiens (Human).
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,P30530,methyltestosterone,G protein-coupled receptor kinase 4;,Rattus norvegicus (Rat).
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,P31749,TETRABENAZINE,Dual specificity protein kinase TTK;,Escherichia coli (strain K12).
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,P31751,Adenosine 5'-diphosphate,Vascular endothelial growth factor receptor 3;,Rattus norvegicus (Rat).
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,P32298,Adenosine 5'-diphosphate,Activin receptor type-1B;,Cavia porcellus (Guinea pig).
c1ccc2c(c1)OCC(CN1CCCCC1)O2,P33981,Piperoxan,Serine/threonine-protein kinase receptor R3;,Homo sapiens (Human).
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,P35916,5'-adenylic acid,Tyrosine-protein kinase CSK;,Afipia carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5)
CNCCc1c[nH]c2ccccc12,P36896,N-Methyltryptamine,Protein kinase C iota type;,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh).
CN(C)CCc1c[nH]c2ccccc12,P37023,"N,N-DIMETHYLTRYPTAMINE","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform;",Mus musculus (Mouse).
O=C(O)CCCC[C@@H]1CCSS1,P41240,1200-22-2,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform;",Homo sapiens (Human).
Nc1ccccc1,P41743,ANILINE,Serine/threonine-protein kinase mTOR {ECO:0000305};,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh).
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,P42336,androstenedione,Tyrosine-protein kinase ABL2;,Homo sapiens (Human).
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,P42338,Cytidine 5'-diphosphate,Tyrosine-protein kinase FRK;,Canis lupus familiaris (Dog) (Canis familiaris).
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,P42345,(+)-Lactose,Tyrosine-protein kinase SYK;,Rattus norvegicus (Rat).
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,P42684,norethindrone,Mitogen-activated protein kinase 8;,Homo sapiens (Human).
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,P42685,BENZIODARONE,Mitogen-activated protein kinase 9;,Homo sapiens (Human).
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,P43405,hydroxyprogesterone,Casein kinase I isoform alpha;,Homo sapiens (Human).
Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,P45983,tubercidin,Casein kinase I isoform delta;,Mus musculus (Mouse).
Cc1ccc(S(N)(=O)=O)cc1,P45984,P-TOLUENESULFONAMIDE,MAP kinase-activated protein kinase 2;,Zaire ebolavirus (strain Mayinga-76) (ZEBOV) (Zaire Ebola virus).
CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,P48729,Nifenalol,Casein kinase I isoform epsilon;,Homo sapiens (Human).
O=C(O)CCS,P48730,3-MERCAPTOPROPIONIC ACID,Dual specificity protein kinase CLK2;,Homo sapiens (Human).
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,P49137,Bisphenol A,Dual specificity protein kinase CLK3;,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh).
CN1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,P49674,Mipsagargin,Glycogen synthase kinase-3 beta {ECO:0000305};,Homo sapiens (Human).
Oc1c(Cl)cccc1Cl,P49760,"2,6-DICHLOROPHENOL",Cyclin-dependent kinase 7;,Homo sapiens (Human).
Oc1c(Cl)cc(Cl)cc1Cl,P49761,"2,4,6-TRICHLOROPHENOL",Cyclin-dependent kinase 9;,Homo sapiens (Human).
Cc1ccc(O)c(C(=O)O)c1,P49841,5-Methylsalicylic acid,Tyrosine-protein kinase Blk;,Homo sapiens (Human).
Oc1cccc2ccccc12,P50613,1-NAPHTHOL,Interleukin-1 receptor-associated kinase 1 {ECO:0000303|PubMed:16024789};,Mus musculus (Mouse).
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,P50750,7-DIETHYLAMINO-4-METHYLCOUMARIN,Ribosomal protein S6 kinase alpha-3;,Homo sapiens (Human).
Oc1ccc(-c2ccccc2)cc1,P51451,4-Phenylphenol,Cytoplasmic tyrosine-protein kinase BMX;,Cavia porcellus (Guinea pig).
Oc1ccc(-c2ccc(O)cc2)cc1,P51617,"4,4'-Dihydroxybiphenyl",cAMP-dependent protein kinase catalytic subunit PRKX;,Homo sapiens (Human).
Oc1ccccc1Cl,P51812,2-CHLOROPHENOL,Serine/threonine-protein kinase Nek2;,Homo sapiens (Human).
CC(OP(C)(=O)F)C(C)(C)C,P51813,SOMAN,Serine/threonine-protein kinase Nek4;,Homo sapiens (Human).
Cc1ccccc1N=C(N)Nc1ccccc1C,P51817,"1,3-Di-o-tolylguanidine",Tyrosine-protein kinase JAK3 {ECO:0000305};,Homo sapiens (Human).
NS(=O)(=O)c1ccccc1,P51955,BENZENESULFONAMIDE,Serine/threonine-protein kinase PLK1;,Homo sapiens (Human).
Nc1cccc(C(=O)O)c1,P51957,3-AMINOBENZOIC ACID,Death-associated protein kinase 1;,Mus musculus (Mouse).
NCc1ccccc1,P52333,BENZYLAMINE,LIM domain kinase 1;,Homo sapiens (Human).
CC(C)OP(C)(=O)F,P53350,SARIN,LIM domain kinase 2;,Homo sapiens (Human).
COc1ccc(CC(C)N)cc1OC,P53355,"3,4-Dimethoxyamphetamine",Mitogen-activated protein kinase 10;,Homo sapiens (Human).
CC(C)NCC(=O)c1ccc(O)c(O)c1,P53667,121-28-8,Ephrin type-B receptor 3;,Homo sapiens (Human).
Oc1c2ccccc2c2c3c(cccc13)N=N2,P53671,129-56-6,Ephrin type-A receptor 4;,Homo sapiens (Human).
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,P53779,Cinchophen,Hormonally up-regulated neu tumor-associated kinase;,Homo sapiens (Human).
Oc1ccc2ccccc2c1,P54753,2-NAPHTHOL,Serine/threonine-protein kinase SIK1;,Homo sapiens (Human).
Nc1nc2ccccc2s1,P54764,2-AMINOBENZOTHIAZOLE,Tubulin alpha-1A chain;,Homo sapiens (Human).
NS(=O)(=O)c1ccc(C(=O)O)cc1,P57058,4-Sulfamoylbenzoic acid,Casein kinase II subunit alpha;,Homo sapiens (Human).
CC(C)(C)CC(C)(C)c1ccc(O)cc1,P57059,4-tert-Octylphenol,Serine/threonine-protein kinase PknB;,Homo sapiens (Human).
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,P68370,pregnenolone,Cyclin-dependent kinase 3;,Homo sapiens (Human).
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,P68400,Guanosine 5'-diphosphate,Cyclin-dependent kinase 5 {ECO:0000312|HGNC:HGNC:1774};,Homo sapiens (Human).
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,P9WI81,Cianidanol,Cyclin-dependent kinase 16;,Homo sapiens (Human).
c1ccc2[nH]ncc2c1,Q00526,1H-Indazole,Cyclin-dependent kinase 17;,Homo sapiens (Human).
Cc1cc(C(=O)O)n[nH]1,Q00535,5-Methyl-1H-pyrazole-3-carboxylic acid,Angiopoietin-1 receptor;,Homo sapiens (Human).
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q00536,LITHOCHOLIC ACID,Protein kinase C theta type;,Homo sapiens (Human).
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,Q00537,9-Fluoro-17-methyl-11-oxotestosterone,Activin receptor type-1;,Homo sapiens (Human).
CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Q02763,enoxolone,Macrophage-stimulating protein receptor;,Homo sapiens (Human).
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,Q04759,kainic acid,Protein kinase C delta type {ECO:0000305};,Homo sapiens (Human).
O=c1[nH]ccc2ccccc12,Q04771,1-Hydroxyisoquinoline,Epithelial discoidin domain-containing receptor 1;,Homo sapiens (Human).
O=C(NO)c1ccccc1,Q04912,N-Hydroxybenzamide,Myotonin-protein kinase;,Homo sapiens (Human).
O=C(O)c1ccnc(C(=O)O)c1,Q05655,"Pyridine-2,4-dicarboxylic acid",Mitogen-activated protein kinase kinase kinase kinase 2;,Homo sapiens (Human).
Nc1ccccn1,Q08345,2-AMINOPYRIDINE,Mitogen-activated protein kinase kinase kinase 12;,Homo sapiens (Human).
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,Q09013,podophyllotoxin,Serine/threonine-protein kinase 4;,Homo sapiens (Human).
C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,Q12851,mestanolone,5'-AMP-activated protein kinase catalytic subunit alpha-1;,Homo sapiens (Human).
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q12852,Androstenediol,Serine/threonine-protein kinase PAK 1 {ECO:0000303|PubMed:8805275};,Homo sapiens (Human).
C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q13043,STANOLONE,Mitogen-activated protein kinase 7;,Homo sapiens (Human).
O=c1cc(-c2ccccc2)oc2ccccc12,Q13131,FLAVONE,Serine/threonine-protein kinase PAK 2;,Homo sapiens (Human).
OCCc1c[nH]c2ccccc12,Q13153,Tryptophol,cGMP-dependent protein kinase 2;,Homo sapiens (Human).
O=c1c(O)c(-c2ccccc2)oc2ccccc12,Q13164,3-Hydroxyflavone,Rho-associated protein kinase 1;,Homo sapiens (Human).
Nc1ccc2ccccc2n1,Q13177,2-AMINOQUINOLINE,Non-receptor tyrosine-protein kinase TNK1;,Homo sapiens (Human).
Oc1cc(Cl)cc(Cl)c1,Q13237,"3,5-DICHLOROPHENOL",Calcium/calmodulin-dependent protein kinase type II subunit beta;,Homo sapiens (Human).
N#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c12,Q13464,TOYOCAMYCIN,Calcium/calmodulin-dependent protein kinase type II subunit delta;,Homo sapiens (Human).
Oc1cc(Cl)c(Cl)c(Cl)c1,Q13470,"3,4,5-TRICHLOROPHENOL",Dual specificity tyrosine-phosphorylation-regulated kinase 1A;,Homo sapiens (Human).
Cc1ccc2[nH]ccc2c1,Q13554,5-METHYLINDOLE,Activin receptor type-2B;,Homo sapiens (Human).
O=C(O)c1ccc[nH]1,Q13557,PYRROLE-2-CARBOXYLIC ACID,Bone morphogenetic protein receptor type-2;,Homo sapiens (Human).
c1ccc(-n2cccc2)cc1,Q13627,1-Phenylpyrrole,cGMP-dependent protein kinase 1;,Homo sapiens (Human).
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,Q13705,erythromycin,Cyclin-dependent kinase 13;,Homo sapiens (Human).
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,Q13873,Levonorgestrel,Calcium/calmodulin-dependent protein kinase type 1;,Homo sapiens (Human).
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,Q13976,"2,3,5,6-TETRACHLOROPHENOL",Inhibitor of nuclear factor kappa-B kinase subunit epsilon;,Homo sapiens (Human).
O=c1oc2ccccc2cc1O,Q14004,3-Hydroxycoumarin,Protein-tyrosine kinase 2-beta;,Homo sapiens (Human).
c1ccc(-c2ccncc2)cc1,Q14012,4-PHENYLPYRIDINE,Maternal embryonic leucine zipper kinase;,Homo sapiens (Human).
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,Q14164,VANCOMYCIN,Serine/threonine-protein kinase 38;,Homo sapiens (Human).
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,Q14289,Glycyrrhizic acid,Ribosomal protein S6 kinase alpha-1;,Homo sapiens (Human).
CN1C[C@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@H]21,Q14680,lysergol,Mitogen-activated protein kinase 11;,Homo sapiens (Human).
C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,Q15208,Mesterolone,Rhodopsin kinase GRK1;,Gallus gallus (Chicken).
c1ccc([Se][Se]c2ccccc2)cc1,Q15418,Diphenyl diselenide,Serine/threonine-protein kinase N1;,Homo sapiens (Human).
Cc1ccc2[nH]cc(CCN)c2c1,Q15759,5-Methyltryptamine,Serine/threonine-protein kinase N2;,Homo sapiens (Human).
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Q15835,Hombreol,Calcium/calmodulin-dependent protein kinase type IV;,Homo sapiens (Human).
Cc1cccc(N)c1N,Q16512,"2,3-DIAMINOTOLUENE",Mitogen-activated protein kinase kinase kinase 11;,Homo sapiens (Human).
COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,Q16513,Butaxamine,Mitogen-activated protein kinase 6;,Homo sapiens (Human).
c1ccc(-c2nnc[nH]2)cc1,Q16566,"3-Phenyl-1H-1,2,4-triazole","Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform;",Homo sapiens (Human).
CC(C)NCC(O)c1cccc(O)c1,Q16584,Metaterol,Discoidin domain-containing receptor 2;,Homo sapiens (Human).
N[C@@H]1C[C@H]1c1ccccc1,Q16659,tranylcypromine,AP2-associated protein kinase 1;,Homo sapiens (Human).
Nc1ncncn1,Q16816,"1,3,5-Triazin-2-amine",Serine/threonine-protein kinase SBK1;,Homo sapiens (Human).
CC(C)NC[C@@H](O)COc1cccc2ccccc12,Q16832,DEXPROPRANOLOL,Mitogen-activated protein kinase kinase kinase 19;,Homo sapiens (Human).
Cl[Se]c1ccccc1,Q2M2I8,5707-04-0,Serine/threonine-protein kinase TNNI3K;,Homo sapiens (Human).
O=[Se](O)c1ccccc1,Q52WX2,Benzeneseleninic acid,Leucine-rich repeat serine/threonine-protein kinase 2;,Homo sapiens (Human).
CC(C)NCC(O)c1ccc(O)cc1,Q56UN5,Deterenol,Serine/threonine-protein kinase MRCK gamma;,Homo sapiens (Human).
CC(C)(C)NCC(O)c1ccc(O)cc1,Q59H18,t-Butylnorsynephrine,Serine/threonine-protein kinase Nek5;,Homo sapiens (Human).
CC(C)(C)NCC(O)c1ccc(O)c(O)c1,Q5S007,Colterol,Serine/threonine-protein kinase ULK3;,Homo sapiens (Human).
CN(C)CCCc1ccccc1,Q6DT37,"N,N-dimethyl-3-phenylpropan-1-amine",Dual serine/threonine and tyrosine protein kinase;,Homo sapiens (Human).
NC(=O)Nc1cccc(C(F)(F)F)c1,Q6P3R8,13114-87-9,Mitogen-activated protein kinase kinase kinase 15;,Homo sapiens (Human).
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,Q6PHR2,Gestrinone,Serine/threonine-protein kinase MARK2;,Homo sapiens (Human).
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,Q6XUX3,danazol,Serine/threonine-protein kinase TAO1;,Rattus norvegicus (Rat).
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,Q6ZN16,LISURIDE,Serine/threonine-protein kinase tousled-like 2;,Homo sapiens (Human).
Oc1cccc2cnccc12,Q7KZI7,5-Hydroxyisoquinoline,Serine/threonine-protein kinase pim-3;,Homo sapiens (Human).
COc1ccc(CC(C)N)c(OC)c1OC,Q7L7X3,"1-(2,3,4-trimethoxyphenyl)propan-2-amine",Myosin light chain kinase family member 4;,Homo sapiens (Human).
COc1cc(OC)c(OC)cc1CC(C)N,Q86UE8,"2,4,5-Trimethoxyamphetamine",Homeodomain-interacting protein kinase 1;,Homo sapiens (Human).
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,Q86V86,timolol,Calcium/calmodulin-dependent protein kinase type 1D;,Homo sapiens (Human).
NC1CCc2ccccc2C1,Q86YV6,2954-50-9,Mitogen-activated protein kinase kinase kinase kinase 3;,Homo sapiens (Human).
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,Q86Z02,S-adenosyl-L-methionine,Cyclin-dependent kinase-like 3 {ECO:0000305};,Homo sapiens (Human).
CCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)CCC,Q8IU85,"Phorbol 12,13-dibutyrate",MAP kinase-activated protein kinase 5;,Homo sapiens (Human).
CC(C)NCC(O)COc1ccccc1C#N,Q8IVH8,38555-07-6,Serine/threonine-protein kinase NIM1;,Homo sapiens (Human).
Cc1cccc2sc3nncn3c12,Q8IVW4,TRICYCLAZOLE,Serine/threonine-protein kinase ULK2;,Homo sapiens (Human).
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,Q8IW41,nadolol,Misshapen-like kinase 1;,Homo sapiens (Human).
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,Q8IY84,DESOGESTREL,Homeodomain-interacting protein kinase 4;,Homo sapiens (Human).
Cc1nc[nH]c1CSCCN=C(N)NCCCc1cnc[nH]1,Q8IYT8,IMPROMIDINE,Myosin-IIIa;,Homo sapiens (Human).
CC(C)NC[C@H](O)COc1ccc(O)cc1,Q8N4C8,Prenalterol,Ankyrin repeat and protein kinase domain-containing protein 1;,Homo sapiens (Human).
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,Q8NE63,paroxetine,Serine/threonine-protein kinase Nek11;,Homo sapiens (Human).
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,Q8NEV4,captopril,Serine/threonine-protein kinase Nek9 {ECO:0000305};,Homo sapiens (Human).
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Q8NFD2,staurosporine,Serine/threonine-protein kinase BRSK1;,Homo sapiens (Human).
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Q8NG66,ketoconazole,Serine/threonine-protein kinase 35;,Homo sapiens (Human).
N=C(N)c1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1,Q8TD19,2-[4-(4-carbamimidoylphenoxy)phenyl]-1H-indole-6-carboximidamide,Serine/threonine-protein kinase Nek7 {ECO:0000305|PubMed:31409757};,Homo sapiens (Human).
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)[C@H]1C(C)(C)CC[C@H](O)[C@@]12C,Q8TDC3,forskolin,Rhodopsin kinase GRK7;,Homo sapiens (Human).
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Q8TDR2,lovastatin,Serine/threonine-protein kinase 32A;,Homo sapiens (Human).
CNCC[C@@H](Oc1ccccc1C)c1ccccc1,Q8TDX7,Atomoxetine,Myosin-IIIb;,Homo sapiens (Human).
O=c1[nH]c(=O)n(COCCO)cc1Cc1ccccc1,Q8WTQ7,5-Benzylacyclouridine,Cyclin-dependent kinase-like 2 {ECO:0000305};,Homo sapiens (Human).
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,Q8WU08,itraconazole,Mitogen-activated protein kinase kinase kinase kinase 1;,Homo sapiens (Human).
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,Q8WXR4,ESMOLOL,"Atypical kinase COQ8B, mitochondrial {ECO:0000305};",Homo sapiens (Human).
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,Q92772,Levobetaxolol,MAP/microtubule affinity-regulating kinase 4 {ECO:0000305};,Homo sapiens (Human).
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Q92918,topotecan,Calcium/calmodulin-dependent protein kinase type 1G;,Homo sapiens (Human).
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,Q96D53,zolmitriptan,Serine/threonine-protein kinase Nek1;,Homo sapiens (Human).
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Q96L34,adenosine,Cyclin-dependent kinase 15;,Homo sapiens (Human).
c1ccc(CNc2ncnc3nc[nH]c23)cc1,Q96NX5,6-Benzylaminopurine,Calcium/calmodulin-dependent protein kinase kinase 2;,Homo sapiens (Human).
COc1ccc(OC)c(CC(C)N)c1,Q96PY6,"2,5-Dimethoxyamphetamine",SRSF protein kinase 1;,Homo sapiens (Human).
O=c1[nH]cnc2ccccc12,Q96Q40,4-Hydroxyquinazoline,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase;,Homo sapiens (Human).
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,Q96RR4,beta-D-glucose,Mitogen-activated protein kinase kinase kinase 5;,Homo sapiens (Human).
O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,Q96SB4,(-)-Epigallocatechin gallate,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha {ECO:0000305|PubMed:19158393};,Homo sapiens (Human).
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Q99640,25-Hydroxycholesterol,Serine/threonine-protein kinase RIO1;,Homo sapiens (Human).
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1N,Q99683,AICA ribonucleotide,Serine/threonine-protein kinase RIO2;,Homo sapiens (Human).
COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Q99755,Dexverapamil,Transient receptor potential cation channel subfamily M member 6;,Homo sapiens (Human).
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,Q9BRS2,2-Methoxyestradiol,Testis-specific serine/threonine-protein kinase 1;,Homo sapiens (Human).
Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,Q9BVS4,Tetrachlorohydroquinone,Serine/threonine-protein kinase 33;,Homo sapiens (Human).
O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,Q9BX84,92-89-7,Serine/threonine-protein kinase D2;,Homo sapiens (Human).
O=C(O)c1ccc(-c2ccccc2)cc1,Q9BXA7,4-Biphenylcarboxylic acid,Serine/threonine-protein kinase DCLK3;,Homo sapiens (Human).
COc1c(C(C)=O)c(O)c(OC)c2occc12,Q9BYT3,Khellinone,Serine/threonine-protein kinase SIK2;,Homo sapiens (Human).
Oc1cccc2c1CCCC2,Q9BZL6,"5,6,7,8-Tetrahydro-1-naphthol","Myosin light chain kinase 2, skeletal/cardiac muscle;",Homo sapiens (Human).
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Q9C098,sertraline,Serine/threonine-protein kinase TAO3;,Homo sapiens (Human).
c1ccc(-c2c[nH]cn2)cc1,Q9H0K1,4-Phenylimidazole,Homeodomain-interacting protein kinase 2;,Homo sapiens (Human).
c1ccc(-c2ncc[nH]2)cc1,Q9H1R3,2-Phenylimidazole,Dual specificity protein kinase CLK4;,Homo sapiens (Human).
Cc1cccc2cc[nH]c12,Q9H2K8,7-Methylindole,Serine/threonine-protein kinase Nek6 {ECO:0000305|PubMed:11516946};,Homo sapiens (Human).
c1ccc(-n2cccn2)cc1,Q9H2X6,1-Phenylpyrazole,Casein kinase I isoform gamma-1;,Rattus norvegicus (Rat).
C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,Q9HAZ1,methscopolamine,SNF-related serine/threonine-protein kinase;,Homo sapiens (Human).
